date,AABA,AAPL,ADBE,ADP,AMGN,AMOV,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,CELG,CHTR,CMCSA,CME,COST,CSCO,CSX,CTSH,ESRX,FB,FOX,FOXA,GILD,GOOG,GOOGL,ILMN,INTC,INTU,ISRG,KHC,MAR,MDLZ,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,QQQ,REGN,SBUX,TMUS,TSLA,TXN,VRTX,WBA,WDAY
2017-08-19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-20,0,3,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,4,2,2,0,4,4,0,5,0,0,4,2,0,3,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0
2017-08-21,0,9,0,3,1,0,5,0,0,6,0,0,0,0,0,1,0,10,0,0,0,11,11,11,0,5,5,0,18,0,0,1,32,1,0,19,2,0,3,0,1,0,0,1,0,3,0,0,0,0
2017-08-22,0,3,3,0,0,1,13,0,0,2,0,0,0,0,0,2,0,7,1,0,2,9,9,9,0,5,5,0,21,2,0,1,29,1,5,14,0,0,3,0,1,1,0,0,3,3,0,0,1,0
2017-08-23,0,6,0,0,1,2,15,1,3,1,0,0,0,0,0,3,1,20,0,0,0,15,5,5,0,19,19,0,34,3,0,5,38,2,1,13,2,0,1,0,1,0,0,0,2,4,0,0,0,0
2017-08-24,0,20,0,3,1,0,13,0,2,9,1,0,1,0,1,2,7,14,0,0,0,10,9,9,0,8,8,2,23,0,0,3,40,0,3,22,2,0,0,0,5,1,0,0,3,5,0,1,0,0
2017-08-25,0,6,1,0,3,0,23,0,5,3,3,0,0,0,0,12,1,8,0,0,0,28,4,4,0,2,2,2,26,0,0,0,32,0,2,17,2,0,1,0,1,0,0,0,1,5,0,0,0,0
2017-08-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017-08-27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,3,3,0,0,0,0,10,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
2017-08-28,0,13,0,3,1,0,15,0,0,1,1,0,0,1,0,0,4,14,4,0,0,16,1,1,16,6,6,0,19,0,0,0,29,0,3,14,4,0,2,0,3,0,0,1,0,3,0,0,0,0
2017-08-29,0,12,0,0,1,0,17,0,1,0,0,0,1,0,3,3,4,27,1,0,0,13,5,5,1,14,14,0,26,1,0,2,40,0,4,12,0,0,5,0,1,0,0,0,0,2,0,0,0,0
2017-08-30,0,20,0,14,2,5,16,0,0,0,1,0,0,2,3,5,4,26,3,0,0,13,8,8,3,11,11,1,16,1,0,2,42,2,8,23,2,0,0,0,2,0,0,0,0,3,0,0,1,0
2017-08-31,0,17,0,2,1,4,21,1,0,2,5,0,5,0,1,4,7,10,0,0,0,20,9,9,8,21,21,0,19,0,0,3,52,1,5,18,4,0,0,0,1,0,0,0,0,0,0,0,1,0
2017-09-01,0,11,0,1,0,0,27,3,0,3,0,0,1,4,0,12,3,21,0,0,0,18,10,10,1,8,8,0,25,0,0,0,51,0,12,24,6,0,0,0,1,1,0,0,0,6,0,0,1,1
2017-09-02,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,2,2,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2017-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,13,13,0,0,0,0,7,0,0,0,1,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-09-04,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,9,9,0,3,3,0,19,0,0,1,28,1,6,20,0,0,2,0,5,0,0,1,0,0,0,0,2,0
2017-09-05,0,8,0,1,0,0,10,0,0,2,1,0,0,0,0,2,4,12,0,0,0,21,8,5,3,9,9,2,25,2,0,2,38,0,12,17,2,0,1,0,2,1,0,0,0,7,0,0,2,0
2017-09-06,0,12,0,3,3,3,14,1,0,1,1,0,2,1,2,3,2,10,4,0,0,30,8,8,1,20,20,0,25,1,0,1,48,3,5,25,9,0,0,0,6,0,0,1,8,8,0,0,4,0
2017-09-07,0,18,1,4,4,1,26,0,0,2,0,0,4,0,9,8,4,22,3,0,0,25,17,17,1,19,19,1,51,0,0,3,47,2,8,24,4,1,1,0,0,0,4,1,5,16,0,0,0,0
2017-09-08,0,22,0,0,0,0,13,0,0,0,0,0,1,0,8,11,5,20,1,0,0,30,9,8,0,8,8,2,23,2,0,6,48,1,1,15,0,0,0,2,2,1,4,0,1,1,0,0,0,0
2017-09-09,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,8,5,0,2,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,18,12,8,0,1,1,0,6,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-11,0,15,0,1,2,0,8,1,0,0,0,0,1,1,5,1,2,18,0,0,0,14,6,2,0,11,11,0,17,0,0,0,34,0,0,18,2,0,0,0,5,0,6,2,2,11,0,0,1,0
2017-09-12,0,38,0,3,1,0,21,0,0,0,3,0,0,5,2,2,3,17,1,0,0,23,24,22,0,16,16,1,35,0,0,3,45,0,5,18,8,0,0,0,1,1,2,2,3,11,0,0,2,0
2017-09-13,0,43,2,1,0,0,17,0,0,0,0,0,1,2,3,0,2,24,2,0,0,29,8,8,1,24,24,0,32,0,0,0,36,0,5,30,3,0,0,0,1,0,0,0,6,8,0,0,1,0
2017-09-14,0,27,0,1,3,0,29,0,0,0,0,0,0,3,2,17,0,9,2,0,0,30,20,19,0,26,26,0,31,0,0,1,39,0,2,16,5,4,1,0,11,0,3,3,4,9,0,0,1,0
2017-09-15,0,18,0,2,1,0,22,0,0,0,0,0,0,0,4,3,5,23,0,0,0,24,4,3,0,20,20,0,44,0,0,0,41,0,5,15,4,6,0,0,1,3,0,3,5,3,0,0,1,0
2017-09-16,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,20,7,6,0,6,6,0,5,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,9,0,0,0,8,12,5,0,1,1,0,6,0,0,2,2,0,0,6,5,0,0,0,0,0,0,0,1,2,0,0,1,0
2017-09-18,0,10,2,0,0,0,23,0,0,5,0,0,1,0,2,9,5,22,0,0,0,17,11,8,0,17,17,0,35,0,0,1,46,0,17,21,4,5,0,0,1,0,0,4,2,3,0,0,6,0
2017-09-19,0,7,8,1,1,0,18,0,0,3,0,0,1,2,0,2,2,17,0,0,0,10,14,14,0,14,14,0,28,0,0,4,39,0,9,43,0,0,5,0,0,0,0,2,14,15,0,0,7,0
2017-09-20,2,24,5,3,0,1,38,0,1,1,0,0,0,0,0,16,2,30,0,0,0,33,3,2,0,21,21,2,31,2,0,0,43,2,18,22,0,0,2,0,2,2,0,0,1,5,0,0,2,0
2017-09-21,0,29,1,1,1,0,17,2,1,4,0,0,0,0,1,18,5,48,2,0,0,53,10,10,3,46,46,0,59,0,0,0,58,0,15,24,2,11,3,0,5,0,0,0,0,21,2,0,3,0
2017-09-22,0,25,0,6,1,0,8,2,0,0,0,0,0,2,0,3,2,19,0,0,0,40,9,8,0,11,11,0,26,0,0,3,31,3,2,27,3,1,0,0,2,0,2,2,15,7,0,0,1,0
2017-09-23,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,6,5,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-24,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,10,3,0,1,1,0,2,2,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-25,0,23,0,0,4,0,19,1,0,2,1,0,0,0,3,0,7,19,0,0,0,22,9,8,1,9,9,0,18,0,0,3,46,0,7,21,7,1,0,0,1,0,0,1,2,4,0,0,1,0
2017-09-26,0,26,2,0,1,0,17,0,0,8,2,0,0,0,3,11,5,13,0,0,0,35,6,5,0,21,21,0,34,0,0,2,37,0,8,31,2,8,1,2,2,0,0,4,3,8,0,0,1,0
2017-09-27,0,21,0,0,0,0,25,0,0,2,0,0,0,0,0,14,4,16,0,0,0,29,7,7,0,27,27,0,44,1,0,0,57,1,12,30,3,0,3,1,2,2,0,0,0,5,0,0,1,0
2017-09-28,0,20,1,3,8,2,21,0,0,5,2,0,1,0,0,4,4,12,0,0,0,31,14,14,1,23,23,0,50,0,0,1,68,3,3,31,7,2,5,1,1,3,3,1,5,11,0,0,5,0
2017-09-29,0,13,0,0,2,0,16,0,0,4,0,0,2,0,0,5,7,19,0,0,0,33,6,6,3,26,26,1,30,0,0,2,53,2,7,33,2,3,0,4,1,1,2,0,0,6,0,0,3,0
2017-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,5,3,0,5,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2017-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,19,24,19,0,1,1,0,6,1,0,1,7,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2017-10-02,0,16,0,0,0,3,3,0,0,0,1,0,0,1,2,2,5,35,0,0,1,39,11,10,3,12,12,0,24,0,0,0,38,0,7,20,0,2,0,0,5,0,1,1,3,6,2,0,1,0
2017-10-03,0,11,0,0,1,0,17,0,3,0,0,0,1,1,1,4,9,30,0,0,0,29,9,9,0,16,16,0,36,2,0,3,40,0,9,32,2,1,0,0,1,0,0,2,0,12,0,0,1,0
2017-10-04,0,30,0,15,1,0,33,0,0,0,2,0,0,0,0,5,5,20,0,0,0,28,9,9,2,20,20,0,31,2,0,0,31,0,0,37,5,0,8,0,0,1,1,5,1,2,0,0,0,0
2017-10-05,0,15,0,3,4,2,15,0,0,0,3,0,0,0,0,5,10,26,0,0,0,24,9,9,0,10,10,0,31,0,0,2,31,0,3,20,13,1,0,2,1,0,5,2,0,6,0,0,1,1
2017-10-06,0,14,0,0,0,0,18,0,0,0,0,0,0,0,0,7,17,13,0,0,0,15,5,5,0,4,4,1,26,5,3,2,41,1,6,17,6,1,1,0,3,0,0,0,0,8,1,0,8,0
2017-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,1,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2017-10-08,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,14,8,0,0,0,1,4,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-09,0,8,0,0,1,0,11,0,0,0,1,0,0,0,0,4,2,21,2,0,4,15,11,8,0,11,11,1,24,0,0,1,35,0,12,19,1,3,0,0,5,0,0,0,0,8,0,0,0,0
2017-10-10,0,19,0,2,3,2,31,0,4,1,0,0,2,1,6,0,5,15,0,0,5,33,10,10,0,17,17,2,34,2,0,4,48,3,0,17,8,10,3,2,8,1,0,5,1,7,0,0,0,0
2017-10-11,0,10,0,2,0,0,12,0,0,0,0,0,0,2,2,4,5,24,3,2,0,26,9,9,0,24,24,0,38,3,0,0,45,0,7,25,5,0,2,0,6,0,0,0,5,5,0,0,0,0
2017-10-12,0,10,3,1,4,0,13,0,0,1,2,0,5,13,15,5,4,22,1,0,0,19,16,15,5,14,14,0,43,1,0,0,46,0,5,23,5,0,3,0,3,0,0,0,4,15,1,0,0,0
2017-10-13,0,20,0,0,0,0,21,0,0,0,0,0,0,0,0,6,3,21,2,0,0,32,4,4,0,11,11,2,33,0,0,4,42,0,3,22,10,2,3,0,5,0,0,0,2,2,0,0,0,0
2017-10-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,2,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0
2017-10-15,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,10,1,0,0,7,4,4,0,0,0,0,2,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-16,0,20,9,0,3,0,19,0,2,2,0,0,0,3,1,8,1,10,0,0,0,30,2,2,0,9,9,1,35,0,0,2,61,2,14,16,18,1,2,0,1,0,7,0,5,2,0,0,2,0
2017-10-17,0,10,0,0,0,0,26,0,0,0,0,0,0,4,4,0,7,28,7,0,0,32,11,9,0,19,19,0,31,1,1,1,65,0,8,25,15,0,1,2,4,1,1,0,0,8,0,0,1,0
2017-10-18,0,10,3,8,0,0,23,0,0,0,1,0,0,5,1,4,4,22,2,0,3,29,9,9,4,14,14,0,31,0,0,2,49,0,10,12,0,0,3,0,5,2,0,0,1,2,0,0,1,2
2017-10-19,0,35,5,0,0,0,28,0,0,0,0,0,7,1,1,9,4,15,1,0,0,44,3,3,1,33,33,0,23,3,1,9,41,0,7,15,7,0,0,7,2,2,0,4,3,9,0,0,1,2
2017-10-20,0,15,0,3,0,2,16,0,0,1,1,0,10,1,3,2,4,11,2,0,0,23,11,11,1,9,9,0,24,0,0,2,62,0,7,14,4,0,2,12,4,0,2,0,1,9,0,0,0,0
2017-10-21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,6,6,0,0,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,16,11,0,0,0,0,5,0,0,2,10,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,1,0
2017-10-23,0,29,0,4,1,0,23,0,0,0,5,0,1,0,0,2,2,26,1,0,0,23,11,11,0,12,12,0,32,1,0,1,43,0,4,14,7,2,0,2,2,0,0,0,6,7,0,0,0,0
2017-10-24,0,19,0,1,4,6,24,0,0,3,12,0,0,1,1,5,10,23,0,1,5,36,11,11,1,14,14,1,27,0,0,3,61,0,12,29,2,2,4,0,1,0,0,1,5,2,4,0,1,0
2017-10-25,0,21,0,6,4,3,25,0,0,2,1,0,2,0,0,5,4,23,6,0,4,25,17,15,1,14,14,0,31,2,0,2,50,1,8,29,2,0,4,2,0,0,0,3,7,3,0,4,7,0
2017-10-26,0,15,0,6,4,2,38,0,1,4,0,0,16,7,11,5,14,34,3,1,1,26,19,18,5,28,28,0,59,1,0,2,53,2,17,30,11,5,0,0,7,1,0,2,4,12,3,0,3,0
2017-10-27,0,19,0,1,3,0,52,0,0,6,0,0,1,0,0,2,6,20,0,0,1,22,12,12,2,41,41,0,52,0,0,1,62,0,27,25,1,0,4,3,5,0,0,0,0,8,0,0,3,0
2017-10-28,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,2,10,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2017-10-29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,8,0,0,2,12,13,6,0,0,0,0,6,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2017-10-30,0,30,0,4,1,0,13,0,0,0,0,0,2,2,2,0,5,11,1,0,0,32,8,5,1,12,12,1,24,0,0,3,56,6,10,32,6,0,0,0,0,0,0,1,11,2,0,0,6,0
2017-10-31,0,40,0,3,4,0,9,3,0,2,0,0,3,0,1,7,6,19,0,0,4,27,6,6,8,17,17,0,42,3,0,0,46,15,10,30,7,0,0,0,21,0,0,0,8,8,0,0,2,0
2017-11-01,0,30,0,20,0,0,12,0,0,0,0,0,1,0,0,20,3,25,0,4,1,50,12,11,1,28,28,0,47,0,0,5,51,2,8,17,0,0,2,0,7,0,1,0,1,7,0,0,0,0
2017-11-02,0,40,0,12,1,1,14,5,5,1,1,0,0,1,3,10,8,24,0,0,0,35,3,2,1,16,16,0,42,2,0,2,57,2,5,15,5,0,7,0,3,0,0,9,1,24,0,0,3,0
2017-11-03,0,41,0,0,1,2,17,0,8,0,0,0,0,0,0,8,1,17,0,0,0,19,6,6,2,9,9,0,39,1,0,5,50,2,3,24,1,0,0,0,11,0,0,11,8,5,0,0,0,0
2017-11-04,0,2,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,6,0,0,0,10,5,3,0,0,0,0,3,0,0,1,3,0,0,6,3,0,0,0,0,0,0,0,6,0,0,0,0,0
2017-11-05,0,2,0,0,0,0,5,0,0,0,0,0,0,4,2,2,0,3,0,0,0,15,13,9,0,0,0,0,9,2,0,0,4,0,0,7,0,0,1,0,0,0,0,0,6,0,0,0,0,0
2017-11-06,0,31,0,2,1,0,18,0,24,0,1,0,0,0,2,2,4,16,0,0,2,22,17,15,2,14,14,0,47,3,0,4,34,0,6,17,6,5,0,0,25,1,0,0,25,6,0,0,0,0
2017-11-07,0,19,0,11,3,0,19,3,7,1,0,0,0,0,0,6,6,16,0,0,0,30,27,27,1,15,15,0,39,0,0,1,53,1,7,27,0,0,0,0,9,0,1,4,6,7,3,0,0,0
2017-11-08,0,25,0,3,2,0,16,6,7,2,2,0,2,0,0,2,5,25,0,0,0,32,16,16,2,16,16,0,41,0,0,2,48,1,0,20,12,2,0,5,14,0,9,2,1,12,0,0,2,0
2017-11-09,1,30,0,1,0,0,27,0,5,5,0,0,0,3,3,2,7,11,0,0,0,42,11,11,0,26,26,2,39,0,0,0,54,0,11,48,15,14,3,0,13,1,0,0,12,8,1,0,2,0
2017-11-10,0,10,0,0,2,0,9,0,3,0,2,0,0,0,7,1,5,17,0,0,0,16,17,17,0,9,9,2,37,0,0,0,46,0,2,35,5,9,0,3,4,0,2,0,0,9,0,1,0,0
2017-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-11-12,0,3,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,6,0,0,0,23,13,8,0,5,5,0,6,0,0,0,3,0,3,5,2,0,0,0,3,0,0,0,0,3,0,0,0,0
2017-11-13,0,7,0,2,2,1,12,0,17,1,1,0,1,0,0,7,2,17,0,0,0,20,3,2,0,7,7,0,33,0,0,0,45,0,3,32,3,0,4,0,18,0,5,1,0,7,0,0,0,0
2017-11-14,0,18,0,1,1,0,17,1,1,4,5,0,2,3,2,4,3,18,0,1,0,32,7,7,0,13,13,0,32,2,0,1,56,1,7,29,1,0,3,0,1,2,0,0,3,6,2,0,1,0
2017-11-15,0,18,0,0,2,0,35,0,2,0,0,0,3,4,3,6,8,22,0,0,0,25,23,23,3,16,16,2,53,0,0,3,36,0,8,25,11,0,2,0,10,3,0,0,6,4,0,0,0,0
2017-11-16,0,12,0,5,0,2,27,0,2,4,1,0,1,3,11,10,0,37,0,0,2,36,18,18,0,17,17,0,39,0,0,0,52,0,2,23,7,0,2,7,5,0,0,0,9,7,0,0,0,0
2017-11-17,0,15,0,0,1,3,20,0,5,0,2,0,0,1,19,4,1,7,0,0,2,11,24,24,0,18,18,0,18,0,0,2,34,0,3,23,11,0,2,0,6,0,0,0,5,25,3,0,1,0
2017-11-18,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,9,8,7,0,0,0,0,8,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-11-19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,12,13,7,0,0,0,0,9,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-11-20,0,10,0,0,0,0,23,2,3,0,0,0,0,0,6,1,2,15,0,0,1,25,12,11,0,15,15,0,33,1,0,0,46,0,3,23,6,0,0,1,3,0,0,1,1,4,0,0,1,0
2017-11-21,0,21,0,0,0,0,13,2,1,0,3,0,3,0,4,9,6,21,0,0,0,29,8,8,3,14,14,1,30,2,0,4,49,0,9,17,5,0,0,0,2,1,0,2,4,0,0,0,0,0
2017-11-22,0,14,0,0,0,0,16,0,7,0,1,0,0,0,4,9,3,12,1,0,0,28,7,7,0,11,11,0,23,0,0,0,43,0,3,17,2,0,0,8,7,1,0,0,0,3,0,0,0,0
2017-11-23,0,5,0,0,0,2,14,1,1,2,0,0,0,0,0,1,2,3,0,0,0,21,4,3,0,14,14,0,16,0,0,2,53,0,4,23,0,0,0,0,3,0,0,0,1,5,0,0,0,0
2017-11-24,0,10,20,0,0,0,27,0,2,0,0,0,0,0,0,1,1,8,0,0,0,18,6,5,0,10,10,0,16,0,0,4,47,4,0,26,2,0,1,0,2,2,0,0,0,1,0,0,0,0
2017-11-25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,0,0,0,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-11-26,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,12,18,13,0,3,3,0,5,0,0,3,10,0,0,2,0,0,2,0,0,1,0,0,0,2,0,0,0,0
2017-11-27,0,6,9,1,0,4,23,0,1,1,2,0,2,0,2,9,5,11,2,0,1,16,13,11,0,16,16,0,35,2,0,3,88,0,2,50,0,4,0,0,3,0,3,0,1,3,0,0,1,0
2017-11-28,0,13,0,0,0,0,23,0,1,0,0,0,0,0,7,5,15,23,0,0,0,20,1,1,1,31,31,0,49,3,0,4,93,0,19,51,4,0,1,0,2,0,0,0,0,7,0,0,0,0
2017-11-29,0,17,0,0,1,0,27,0,0,3,0,0,0,2,8,6,8,28,2,0,0,30,15,15,0,30,30,0,45,0,0,5,86,0,9,37,9,0,2,0,5,0,1,2,4,12,0,0,2,2
2017-11-30,0,23,0,0,0,1,31,1,0,0,1,0,0,1,4,4,20,23,0,0,4,26,5,5,1,30,30,0,43,0,0,3,103,1,4,51,5,1,2,0,8,0,0,0,1,5,0,0,1,0
2017-12-01,0,15,0,2,4,1,15,1,0,0,0,0,0,0,2,16,8,11,2,0,2,44,2,2,0,17,17,0,40,2,0,3,84,0,5,40,0,0,0,1,3,0,0,1,0,7,0,0,0,0
2017-12-02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,4,4,0,0,0,0,8,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-12-03,0,5,0,1,0,0,5,0,0,2,0,0,0,0,0,1,1,7,0,0,1,10,12,8,0,5,5,0,9,0,0,3,13,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2017-12-04,1,18,0,0,1,0,14,0,8,0,1,0,0,0,6,18,15,10,1,0,1,26,14,11,0,15,15,0,29,2,0,0,91,0,5,50,7,3,1,5,8,0,1,0,0,6,0,0,0,0
2017-12-05,0,32,0,0,1,0,28,0,3,3,0,0,0,0,10,3,11,15,0,0,1,31,19,19,0,28,28,1,33,2,0,2,99,0,8,56,8,0,1,0,4,2,0,6,4,4,0,0,4,0
2017-12-06,0,24,6,6,1,0,22,0,8,0,0,0,0,0,6,9,12,18,2,0,0,39,22,22,2,37,37,1,34,4,0,1,90,0,17,54,3,0,0,3,9,0,0,0,4,2,0,0,7,0
2017-12-07,0,19,4,0,1,0,9,0,7,1,0,0,1,0,0,9,11,10,0,0,0,25,16,16,4,18,18,3,28,2,0,0,90,0,3,47,4,0,5,0,10,0,0,0,0,4,0,1,1,0
2017-12-08,0,17,0,0,0,0,12,0,0,0,0,0,0,0,0,6,9,28,0,0,0,22,8,8,1,8,8,2,25,1,0,0,68,0,9,20,1,0,5,0,1,0,0,0,1,1,0,2,0,0
