date,AABA,AAPL,ADBE,ADP,AMGN,AMOV,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,CELG,CHTR,CMCSA,CME,COST,CSCO,CSX,CTSH,ESRX,FB,FOX,FOXA,GILD,GOOG,GOOGL,ILMN,INTC,INTU,ISRG,KHC,MAR,MDLZ,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,QQQ,REGN,SBUX,TMUS,TSLA,TXN,VRTX,WBA,WDAY
2017-12-09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,10,9,0,0,0,0,8,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,3,11,6,7,0,0,0,8,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-11,0,16,0,0,4,0,8,2,3,1,0,0,12,0,4,14,5,16,0,0,0,21,10,8,1,4,4,0,14,0,0,6,86,0,8,43,6,0,1,2,8,1,1,0,1,2,0,0,0,0
2017-12-12,0,17,0,4,1,0,14,0,2,0,0,0,0,0,10,15,13,12,0,0,0,29,13,13,1,8,8,0,31,2,0,2,81,0,3,43,7,0,5,0,3,0,0,0,1,6,0,1,1,0
2017-12-13,0,15,0,3,0,0,23,0,0,0,0,0,0,0,7,10,11,15,0,0,0,37,17,16,0,13,13,0,30,1,0,1,77,0,7,40,12,1,0,4,2,0,3,1,5,5,0,0,1,0
2017-12-14,0,22,5,1,2,1,30,1,0,3,4,0,2,1,8,1,21,14,0,2,5,36,43,43,2,30,30,2,31,2,0,0,88,0,4,59,12,0,1,1,1,0,0,0,1,5,0,0,0,0
2017-12-15,0,9,0,0,0,0,25,0,0,0,0,0,0,0,2,15,23,20,18,0,1,15,14,14,2,7,7,0,23,0,0,7,89,1,3,48,10,1,1,0,2,0,0,0,6,3,0,0,0,0
2017-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,5,0,2,2,0,13,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2017-12-17,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,3,0,3,0,0,2,7,16,13,0,0,0,1,5,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-12-18,0,9,0,2,0,0,14,0,1,0,1,0,0,0,1,19,16,14,7,0,1,23,10,9,0,14,14,2,27,2,0,3,88,5,1,43,4,0,2,0,1,1,2,2,0,2,0,0,0,0
2017-12-19,0,26,0,2,0,0,15,0,2,0,1,0,1,0,0,3,8,14,0,0,0,28,7,7,0,8,8,0,25,0,0,3,80,2,10,49,0,1,4,0,5,1,0,0,0,4,0,0,0,0
2017-12-20,0,13,0,1,0,1,11,1,0,2,2,0,0,0,4,7,7,22,0,0,0,21,10,10,0,5,5,2,29,2,0,1,95,0,6,57,3,0,2,0,2,0,0,0,4,0,0,0,0,0
2017-12-21,0,20,0,3,0,0,17,2,0,1,2,0,3,0,2,5,12,14,3,2,0,31,13,12,2,18,18,0,39,0,0,0,111,3,3,72,6,0,1,2,1,0,0,3,4,4,0,0,0,0
2017-12-22,0,11,0,0,3,0,7,1,4,0,1,0,9,0,4,5,12,14,5,0,1,16,14,13,0,11,11,3,18,0,0,0,75,0,4,28,1,0,0,0,6,0,1,0,1,5,0,2,6,0
2017-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7,12,7,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-12-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,2,1,0,0,0,0,6,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,0,19,3,0,0,0,7,0,11,0,0,0,0,0,0,1,3,8,0,0,0,5,5,5,0,5,5,0,9,0,0,0,21,0,0,23,4,0,0,1,0,5,0,0,0,5,0,0,0,0
2017-12-27,0,22,0,1,0,0,2,0,0,0,1,0,0,0,0,3,4,9,0,0,0,17,3,2,0,0,0,1,7,0,0,0,36,0,3,26,0,1,2,0,1,0,1,0,0,13,0,0,0,0
2017-12-28,0,25,0,0,0,1,9,0,0,0,0,0,1,0,0,1,7,4,0,0,0,12,3,3,0,6,6,0,9,0,0,0,35,0,3,27,4,0,1,0,1,0,0,0,0,0,0,0,1,0
2017-12-29,0,13,0,0,1,0,19,0,2,2,0,0,0,0,0,1,3,5,0,0,0,5,5,5,0,6,6,0,9,0,0,2,29,0,0,37,3,0,0,0,2,0,0,0,0,0,0,0,0,0
2017-12-30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,0,0,0,0,6,0,0,2,1,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2017-12-31,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,12,8,5,0,4,4,0,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,14,10,0,1,1,2,3,0,0,0,6,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2018-01-02,0,10,0,2,2,0,12,1,1,4,0,0,0,0,2,8,4,8,2,0,0,16,5,5,2,15,15,0,10,2,0,0,47,0,9,23,6,0,0,0,1,0,0,0,0,3,0,0,0,0
2018-01-03,0,18,0,1,0,0,10,0,0,8,0,0,0,0,0,6,4,20,0,0,0,23,4,4,3,20,20,0,39,1,0,0,56,0,6,50,1,5,3,1,6,0,3,1,2,9,0,0,4,0
2018-01-04,0,16,0,19,0,0,16,2,0,2,0,0,0,0,0,10,12,22,0,0,0,18,3,3,0,14,14,0,46,0,0,1,68,0,8,33,0,0,4,0,1,0,1,0,3,11,0,0,9,0
2018-01-05,0,26,0,9,3,0,22,3,0,2,0,0,0,0,3,16,10,24,0,0,0,27,7,7,0,25,25,1,29,0,0,1,58,0,18,24,3,0,1,0,5,5,0,7,1,0,0,0,0,0
2018-01-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
2018-01-07,0,6,0,2,0,0,3,0,0,0,0,0,3,0,0,1,3,5,0,0,0,13,10,10,0,1,1,0,6,0,0,0,2,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2018-01-08,0,25,1,0,2,0,18,0,0,6,7,0,14,2,0,3,13,34,0,0,0,18,8,8,2,18,18,1,40,1,0,1,89,0,3,61,1,11,1,0,1,0,11,3,1,3,0,0,1,0
2018-01-09,0,14,3,0,5,0,19,0,2,0,0,0,4,0,3,10,6,21,0,0,0,32,14,14,5,14,14,0,41,0,0,2,55,0,12,38,0,4,0,2,6,1,1,1,4,5,0,0,1,0
2018-01-10,0,11,0,0,0,0,15,0,0,0,0,0,0,0,2,4,9,19,2,0,0,19,10,10,0,7,7,0,26,1,1,3,62,2,7,51,1,10,0,0,2,1,0,0,0,1,0,1,2,0
2018-01-11,0,10,0,0,0,0,8,0,0,3,0,0,0,0,8,7,22,10,0,0,0,26,2,2,0,19,19,1,36,0,0,3,76,0,5,50,3,1,4,2,0,1,0,0,0,4,0,0,0,0
2018-01-12,0,18,0,0,0,0,18,0,0,2,0,0,0,0,3,1,5,25,0,0,2,37,5,5,6,19,19,0,32,0,0,1,48,0,6,19,3,0,0,0,6,0,0,1,0,2,0,0,2,0
2018-01-13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,7,7,0,1,1,0,3,1,0,0,2,0,1,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0
2018-01-14,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,1,3,3,0,5,0,0,2,2,0,0,4,0,0,0,0,1,0,0,1,1,2,0,0,1,0
2018-01-15,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,1,8,3,0,0,0,14,7,7,0,8,8,0,11,0,0,0,46,0,0,36,2,0,1,0,2,0,0,0,0,5,0,0,0,0
2018-01-16,0,7,2,1,0,0,20,0,5,2,0,0,4,0,4,7,28,9,7,0,0,22,6,6,2,15,15,0,24,0,0,0,88,0,2,51,2,2,2,2,8,0,0,0,0,7,0,0,1,0
2018-01-17,0,25,0,0,2,0,13,0,5,0,0,0,2,0,0,4,14,13,0,0,0,14,5,5,2,13,13,0,47,0,0,1,83,2,8,31,2,0,2,0,3,0,0,0,1,0,2,0,0,0
2018-01-18,0,40,0,2,4,0,28,1,0,0,0,0,0,0,2,5,16,18,0,0,0,16,6,6,3,20,20,1,47,0,0,2,99,0,3,39,3,1,2,2,5,2,0,0,0,2,2,0,1,0
2018-01-19,0,12,0,0,0,0,25,3,4,0,0,0,0,0,2,3,9,16,0,0,1,23,2,2,0,21,21,0,41,0,0,0,71,0,7,34,6,5,1,0,12,0,0,0,2,2,0,0,5,0
2018-01-20,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,2,0,0,0,1,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0
2018-01-21,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,5,4,0,5,5,0,9,0,0,1,3,0,1,6,3,1,0,0,1,0,0,2,0,0,0,0,0,0
2018-01-22,0,15,5,2,1,0,20,0,3,0,6,0,21,2,6,4,13,17,0,0,0,30,7,5,4,16,16,0,19,0,0,1,95,0,6,40,17,0,3,0,2,0,1,0,0,0,1,0,1,0
2018-01-23,0,19,0,0,2,0,35,0,6,6,0,0,0,0,1,2,12,18,0,0,0,35,21,20,0,24,24,0,26,1,0,1,94,0,7,61,25,5,4,0,8,0,0,1,2,17,4,0,0,0
2018-01-24,0,27,0,2,3,0,16,0,3,4,2,0,0,0,13,0,16,19,3,0,0,28,9,9,0,23,23,1,55,1,0,4,104,2,4,44,9,0,3,0,10,0,0,8,1,7,10,0,1,0
2018-01-25,0,6,0,0,0,0,9,0,3,3,12,0,5,0,5,2,22,25,0,0,0,19,13,13,2,7,7,3,48,5,4,5,98,0,2,35,5,0,2,0,8,0,0,11,0,8,0,0,0,0
2018-01-26,0,10,0,0,0,0,17,0,0,1,0,0,1,0,4,2,12,5,0,0,0,16,6,6,2,5,5,1,36,3,0,1,54,0,5,23,0,0,1,0,3,0,0,12,1,1,0,0,0,0
2018-01-27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-01-28,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0,0,8,2,2,0,2,2,0,4,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018-01-29,0,35,0,0,0,0,24,0,3,0,0,0,3,2,5,3,11,25,0,0,0,32,11,11,0,23,23,0,38,0,0,1,80,6,10,42,4,0,5,4,3,1,0,2,4,8,0,0,0,0
2018-01-30,0,39,0,3,1,0,35,0,0,2,0,0,2,0,0,1,25,16,0,0,8,19,7,7,0,10,10,1,47,0,0,3,115,0,7,44,0,0,3,0,3,2,0,0,0,1,0,0,3,0
2018-01-31,0,26,0,20,2,0,20,1,4,2,0,0,2,0,5,5,22,20,2,0,4,41,17,16,0,30,30,0,44,0,0,3,133,6,16,50,3,4,6,7,7,3,0,3,2,5,0,4,0,0
2018-02-01,0,33,0,2,4,0,41,0,4,2,0,0,0,0,0,7,24,29,0,0,1,52,9,9,0,46,46,4,35,2,2,7,141,2,13,69,5,0,0,14,5,0,0,2,0,3,0,0,1,0
2018-02-02,0,43,0,0,0,0,26,0,0,0,0,0,1,3,1,2,11,24,0,0,0,29,11,11,3,27,27,0,31,3,0,4,95,1,10,42,3,0,3,0,0,0,0,9,2,4,0,0,0,0
2018-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5,5,0,1,1,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0
2018-02-04,0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,6,0,0,5,4,4,1,4,4,0,4,0,0,1,7,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2018-02-05,0,26,0,0,0,1,16,0,15,2,0,0,1,0,3,1,9,30,4,0,1,22,5,5,1,21,21,0,30,1,0,1,110,1,4,24,3,4,4,0,16,0,0,0,0,16,0,0,0,0
2018-02-06,0,29,0,2,2,0,14,0,1,0,0,0,1,2,2,5,25,26,3,0,0,13,8,8,5,15,15,0,24,0,0,1,140,0,4,60,4,1,3,0,5,1,0,2,0,7,0,0,1,0
2018-02-07,0,32,0,0,0,0,24,0,0,2,5,0,0,0,0,3,22,24,0,5,0,18,9,9,8,21,21,0,26,2,0,1,117,0,3,52,2,0,1,2,0,0,0,0,0,14,0,0,0,0
2018-02-08,0,7,1,0,0,0,29,4,5,0,1,0,1,2,9,10,31,27,4,0,0,41,2,2,6,24,24,0,33,1,0,1,131,1,8,43,6,5,0,0,10,0,4,3,4,7,0,0,1,0
2018-02-09,0,9,0,0,1,3,24,4,8,0,0,0,1,0,0,4,11,18,0,0,0,33,9,9,0,19,19,0,11,1,0,4,75,0,6,50,0,7,3,2,9,0,0,0,0,6,0,0,0,0
2018-02-10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,6,9,9,0,0,0,0,5,0,0,0,3,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2018-02-12,0,10,0,0,0,0,19,0,9,1,2,0,0,0,9,4,16,17,3,0,0,14,20,20,0,7,7,0,24,0,0,0,86,0,0,53,0,0,5,0,8,2,0,3,1,1,0,4,1,0
2018-02-13,0,18,0,0,0,3,31,0,5,4,4,0,2,0,2,0,20,18,0,0,3,40,13,13,2,18,18,0,29,2,0,3,106,5,7,34,6,0,10,0,5,0,0,0,0,0,0,0,17,0
2018-02-14,2,21,0,0,1,5,24,0,5,2,1,0,1,0,4,10,33,22,0,0,0,29,14,13,1,21,21,0,23,4,0,4,119,5,8,40,11,0,8,1,6,1,0,0,1,2,0,1,0,0
2018-02-15,1,32,0,2,0,0,21,0,2,0,2,0,3,0,7,0,20,24,3,0,0,32,12,11,0,13,13,2,24,2,0,2,98,0,0,57,3,0,2,1,1,1,0,1,2,2,2,0,0,0
2018-02-16,0,6,0,0,2,0,11,0,7,0,0,0,0,3,0,0,12,8,0,0,0,32,1,1,0,11,11,0,25,1,0,13,81,0,2,44,4,0,4,4,7,2,0,3,1,5,0,0,0,0
2018-02-17,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,3,2,2,0,8,0,0,0,3,0,0,16,0,0,0,3,2,0,0,0,0,0,0,0,0,0
2018-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,6,2,2,0,0,0,2,6,0,0,0,5,0,0,23,0,2,1,0,0,0,0,0,1,0,0,0,0,0
2018-02-19,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,1,0,0,0,14,3,3,0,6,6,0,15,2,0,0,54,0,2,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2018-02-20,0,11,0,0,1,2,16,0,7,0,0,0,1,0,4,4,29,11,1,0,1,14,15,15,0,6,6,2,23,0,0,2,93,1,2,44,3,2,1,0,17,1,0,0,1,0,1,0,8,0
2018-02-21,0,12,0,0,2,2,24,0,12,0,0,2,1,0,2,6,22,17,0,0,0,12,6,6,0,10,10,0,38,1,0,3,115,0,0,37,9,1,1,0,15,1,0,0,1,7,0,1,0,0
2018-02-22,0,14,0,0,1,3,20,1,1,0,0,0,0,0,3,4,33,7,0,0,0,21,5,5,6,7,7,0,30,1,0,2,125,0,4,46,6,0,6,0,3,4,0,0,3,4,0,0,0,0
2018-02-23,0,6,0,0,1,0,12,1,2,3,0,0,0,0,0,3,13,19,0,0,0,25,10,10,1,22,22,2,32,0,0,4,63,0,5,43,3,0,1,0,4,5,0,0,0,7,0,0,2,0
2018-02-24,0,9,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,11,0,0,0,4,4,0,8,0,0,1,0,0,0,5,0,0,1,0,2,0,0,0,1,0,0,0,0,0
2018-02-25,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,6,0,0,0,10,2,2,0,8,8,0,19,0,0,0,6,0,6,3,0,0,0,0,1,1,0,0,0,2,0,0,0,0
2018-02-26,0,22,0,0,1,0,18,0,19,6,0,0,0,0,0,4,12,14,2,0,0,30,14,13,0,23,23,0,39,1,0,3,93,2,8,39,2,0,2,1,19,0,2,0,0,8,0,1,0,0
2018-02-27,0,12,0,0,1,0,37,1,7,7,0,0,4,0,48,2,22,31,0,0,4,25,66,64,2,25,25,2,31,1,0,0,112,0,8,64,17,2,1,3,7,1,0,4,4,0,0,0,1,2
2018-02-28,0,12,0,1,0,0,26,0,0,2,0,6,12,0,12,2,18,25,1,0,3,30,20,20,0,16,16,1,43,1,0,0,120,0,8,53,4,0,0,0,1,0,0,0,1,5,0,0,0,0
2018-03-01,0,8,0,1,0,2,18,0,3,2,0,0,0,0,6,4,26,26,5,0,0,43,9,9,0,22,22,0,38,0,0,0,144,3,7,58,4,0,2,3,3,0,0,0,0,2,0,0,3,0
2018-03-02,0,0,1,0,0,0,4,0,3,0,4,0,0,0,0,10,12,13,0,0,0,18,9,8,0,3,3,1,30,0,0,3,95,0,3,27,1,0,0,0,6,1,1,0,0,4,0,0,0,0
2018-03-03,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,2,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2018-03-04,0,4,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,6,10,10,0,3,3,0,8,0,0,0,10,0,0,4,3,0,1,0,1,1,0,0,0,0,0,0,0,0
2018-03-05,0,9,0,2,0,3,14,0,16,3,0,0,1,0,5,6,18,10,0,0,0,20,15,12,0,6,6,0,38,3,0,0,112,2,7,34,10,0,1,0,18,0,0,3,0,2,0,0,1,0
2018-03-06,0,2,2,0,0,0,14,0,14,0,0,0,1,0,1,1,10,24,0,0,0,23,8,7,0,16,16,0,44,1,0,0,115,1,2,42,3,0,1,0,19,1,0,0,4,6,0,0,0,0
2018-03-07,0,6,0,11,3,0,20,0,5,0,4,0,0,0,2,1,15,15,0,0,2,36,6,6,0,10,10,0,31,0,0,7,132,0,2,66,4,0,1,0,7,1,0,0,1,7,0,0,0,0
2018-03-08,0,11,0,0,1,2,15,3,2,0,1,1,1,0,4,1,18,12,0,0,18,37,15,15,0,11,11,1,41,1,0,2,142,0,4,50,0,0,1,0,2,0,0,0,6,10,0,0,3,0
2018-03-09,0,12,0,0,0,2,10,0,13,0,0,0,0,0,3,1,14,5,0,0,2,29,13,13,0,8,8,1,31,0,0,2,106,0,4,32,6,0,2,2,12,0,0,1,2,9,0,0,2,0
2018-03-10,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,2,0,2,2,0,6,0,0,0,2,0,0,0,2,0,3,0,0,0,6,0,2,2,0,0,0,0
2018-03-11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,0,0,0,0,9,0,0,0,3,0,1,8,3,0,1,0,0,0,0,0,1,0,0,0,0,0
2018-03-12,0,15,0,0,0,0,10,2,18,0,3,0,0,0,0,1,13,14,0,1,0,29,4,4,1,15,15,0,33,0,0,1,129,0,8,54,2,0,1,0,17,1,1,1,0,2,0,0,1,0
2018-03-13,0,14,0,3,0,2,28,2,19,0,0,0,0,0,3,3,13,12,0,0,3,36,8,8,1,28,28,0,76,0,0,2,130,0,19,39,3,0,0,0,19,0,0,3,0,7,1,0,0,0
2018-03-14,0,6,0,1,0,2,20,0,13,2,0,0,0,0,4,4,17,14,0,1,1,24,7,6,0,20,20,0,46,0,0,3,158,0,6,49,5,0,1,0,14,2,1,1,1,11,0,0,2,0
2018-03-15,1,17,5,3,0,0,31,2,15,4,1,0,0,1,2,8,23,19,0,0,2,31,10,10,2,20,20,0,52,0,0,3,140,0,6,63,6,0,2,0,14,3,0,0,1,5,0,0,0,0
2018-03-16,0,10,10,0,0,2,14,0,4,6,0,0,0,0,0,15,12,15,2,1,0,15,8,8,0,6,6,0,28,2,0,0,114,0,6,43,6,0,2,0,9,0,0,0,2,2,0,0,0,0
2018-03-17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,1,1,0,0,0,0,8,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0
2018-03-18,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,13,10,9,0,1,1,0,16,0,0,0,7,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-03-19,1,27,2,0,0,0,35,0,1,1,0,0,3,1,0,6,26,29,4,0,6,77,6,6,0,41,41,0,27,3,0,1,140,0,13,45,9,0,0,0,2,0,2,0,0,7,0,0,0,0
2018-03-20,1,28,0,0,0,0,15,0,0,1,0,0,1,0,0,2,5,28,0,0,0,96,5,4,0,32,32,1,54,1,0,1,132,0,15,45,11,0,2,1,2,0,1,8,0,7,0,0,2,0
2018-03-21,2,15,0,0,0,4,19,0,1,0,0,0,2,0,0,5,13,30,0,0,0,104,2,2,2,26,26,2,52,0,0,0,125,0,8,34,2,0,0,0,2,1,1,3,1,6,0,0,0,0
2018-03-22,0,11,0,0,0,3,22,0,0,4,0,0,0,3,2,7,15,30,0,2,0,81,6,6,0,32,32,2,49,0,0,0,126,0,17,46,8,0,1,0,5,0,0,0,1,9,0,0,1,0
2018-03-23,0,16,0,0,3,0,25,1,5,7,0,0,1,0,3,1,6,8,0,0,0,51,9,9,0,24,24,0,38,0,0,2,95,0,12,53,2,0,3,0,5,4,0,0,1,9,0,0,1,0
2018-03-24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,2,2,0,8,0,0,0,0,0,0,1,2,0,1,0,2,0,0,2,0,0,0,0,0,0
2018-03-25,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,3,3,0,16,16,0,10,0,0,0,6,0,7,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-26,0,14,1,0,2,0,12,1,1,3,0,0,0,0,0,4,8,17,0,0,0,60,11,11,0,20,20,0,52,0,0,1,129,0,15,50,8,0,1,0,4,0,0,4,0,3,0,0,2,0
2018-03-27,0,20,0,0,2,0,28,1,2,4,1,0,1,0,2,1,15,14,0,3,1,63,6,5,0,45,45,0,31,0,0,4,129,2,8,52,5,16,8,0,2,1,0,2,0,15,0,0,1,0
2018-03-28,0,30,3,0,0,0,41,0,4,9,1,0,5,0,0,8,10,18,0,0,3,83,8,8,0,41,41,0,60,1,0,10,135,1,14,57,27,13,1,0,8,0,0,0,1,24,0,0,5,0
2018-03-29,0,27,0,0,4,0,46,0,2,1,0,0,3,0,5,15,17,12,0,0,2,74,14,14,3,28,28,2,38,0,0,6,129,1,12,52,16,4,1,0,2,0,0,5,1,13,0,0,2,0
